page_number,chunk_id,chunk_text
11,page_11_chunk_6,"things 
are less obvious. China is one of a number of countries that made the transition from 
central planning to a market economy. Most of the other countries, from Central Europe 
to Russia and the other former Soviet republics, experienced a large decrease in output 
at the time of transition. Most still have growth rates far below that of China. In many

14 
Introduction 
The Core"
12,page_12_chunk_1,"countries, widespread corruption and poor property rights make firms unwilling to in-
vest. So why has China fared so much better? Some economists believe that this is the 
result of a slower transition: The first Chinese reforms took place in agriculture as early 
as 1980, and even today, many firms remain owned by the state. Others argue that the 
fact that the communist party has remained in control has actually helped the economic 
transition; tight political control has allowed for a better protection of property rights, at 
least for new firms, giving them incentives to invest. Getting the answers to these ques-
tions, and thus learning what other poor countries can take from the Chinese experi-
ence, can clearly make a huge difference, not only for China but for the rest of the"
12,page_12_chunk_2,"what other poor countries can take from the Chinese experi-
ence, can clearly make a huge difference, not only for China but for the rest of the world.

1-5 Looking Ahead

This concludes our world tour. There are many other regions of the world we could 
have looked at:

■ 
India, another poor and large country, with a population of 1,200 million people, 
which, like China, is now growing very fast. In 2010, India’s output growth rate 
was 10%.
■ 
Japan, whose growth performance for the 40 years following World War II was so 
impressive that it was referred to as an economic miracle, but has done very poorly 
in the last two decades. Since a stock market crash in the early 1990s, Japan has 
been in a prolonged slump, with average output growth under 1% per year.
■ 
Latin America, which"
12,page_12_chunk_3,"a stock market crash in the early 1990s, Japan has 
been in a prolonged slump, with average output growth under 1% per year.
■ 
Latin America, which went from very high inflation to low inflation in the 1990s. 
Many countries, such as Chile and Brazil, appear to be in good economic shape 
and have done relatively well in the crisis. Argentina, which went through a col-
lapse of its exchange rate and a major banking crisis in the early 2000s, has now 
largely recovered and is also growing rapidly.
■ 
Central and Eastern Europe, which shifted from central planning to a market sys-
tem in the early 1990s. In most countries, the shift was characterized by a sharp 
decline in output at the start of transition. Some countries, such as Poland, now 
have high growth rates; others, such as"
12,page_12_chunk_4,"characterized by a sharp 
decline in output at the start of transition. Some countries, such as Poland, now 
have high growth rates; others, such as Bulgaria or Romania, are still struggling.
■ 
Africa, which has suffered decades of economic stagnation, but where, contrary to 
common perceptions, growth has been high since 2000, averaging 5.5% per year 
during the decade and reflecting growth in most of the countries of the continent.

There is a limit to how much you can absorb in this first chapter. Think about the 
questions to which you have been exposed:

■ 
The big issues triggered by the crisis: What caused the crisis? Why did it transmit 
so fast from the United States to the rest of the world? In retrospect, what could 
and should have been done to prevent it? Were the monetary"
12,page_12_chunk_5,"so fast from the United States to the rest of the world? In retrospect, what could 
and should have been done to prevent it? Were the monetary and fiscal responses 
appropriate? Why is the recovery so slow in advanced countries? How was China 
able to maintain high growth?
■ 
Can monetary and fiscal policies be used to avoid recessions? At what rate should 
the United States reduce its budget deficit? What are the pros and cons of joining 
a common currency area such as the euro area? What measures could be taken in 
Europe to reduce persistently high unemployment?
■ 
Why do growth rates differ so much across countries, even over long periods of 
time? Can other countries emulate China and grow at the same rate?

The purpose of this book is to give you a way of thinking about these"
12,page_12_chunk_6,"periods of 
time? Can other countries emulate China and grow at the same rate?

The purpose of this book is to give you a way of thinking about these questions. 
As we develop the tools you need, we shall show you how to use them by returning to 
these questions and showing you the answers the tools suggest.

Chapter 1 
A Tour of the World 
15"
13,page_13_chunk_1,"Key Terms

European Union (EU), 9
euro area, 10
common currency area, 10

Questions and Problems

QUICK CHECK
All Quick Check questions and problems are available 
on MyEconLab.
1. Using the information in this chapter, label each of the fol-
lowing statements true, false, or uncertain. Explain briefly.
 a. Output growth was negative in both advanced as well as 
emerging and developing countries in 2009. 
 b. Stock prices fell between 2007 and 2010 around the world. 
 c. In the 1960s and early 1970s, the United States had a 
higher rate of unemployment than Europe, but today it 
has a much lower rate of unemployment.
 d. China’s seemingly high growth rate is a myth, a product 
solely of misleading official statistics.
 e. The high rate of unemployment in Europe started when a 
group of"
13,page_13_chunk_2,"high growth rate is a myth, a product 
solely of misleading official statistics.
 e. The high rate of unemployment in Europe started when a 
group of major European countries adopted a common 
currency.
 f. The Federal Reserve lowers interest rates when it wants to 
avoid recession and raises interest rates when it wants to 
slow the rate of growth in the economy.
 g. Output per person is very different in the euro area, the 
United States, and China. 
 h. The United States federal government has never run a 
budget surplus in the last two decades.

b. When China catches up with the United States in total 
 output, will residents of China have the same standard of 
living as U.S. residents? Explain.
 c. Another word for standard of living is output per person. 
How has China raised its"
13,page_13_chunk_3,"have the same standard of 
living as U.S. residents? Explain.
 c. Another word for standard of living is output per person. 
How has China raised its output per person in the last 
two decades? Are these methods applicable to the United 
States? 
 d. Do you think China’s experience in raising its standard of 
living (output per person) provides a model for developing 
countries to follow?

4. Deficit reduction was identified as the major issue facing the 
United States as of the writing of this chapter. 
 a. Go to the most recent Economic Report of the President 
to ascertain whether deficits as a percent of GDP have in-
creased or decreased compared to what was expected for 
2011 and 2012 as of the writing of the chapter.
 b. Calculate the total change in the deficit as a percent of 
GDP"
13,page_13_chunk_4,"compared to what was expected for 
2011 and 2012 as of the writing of the chapter.
 b. Calculate the total change in the deficit as a percent of 
GDP between 2011 and most recent data. Now split the 
change in the deficit since 2011 into (1) the changes in tax 
revenue as a percent of GDP, (2) the change in expendi-
tures as a percent of GDP. 
 c. Use the data entitled Economic and Financial Indicators 
found in The Economist to find the country with largest 
budget deficit and largest budget surplus. In this list the 
budget deficit is called the “Budget Balance.” Then find the 
OECD member in this list with the largest budget deficit 
and largest budget surplus.

2. Macroeconomic policy in Europe
Beware of simplistic answers to complicated macroeco-
nomic questions. Consider each of the"
13,page_13_chunk_5,"budget surplus.

2. Macroeconomic policy in Europe
Beware of simplistic answers to complicated macroeco-
nomic questions. Consider each of the following statements and 
comment on whether there is another side to the story.
 a. There is a simple solution to the problem of high European 
unemployment: Reduce labor market rigidities.
 b. What can be wrong about joining forces and adopt-
ing a common currency? The euro is obviously good for 
Europe.

EXPLORE FURTHER
5. U.S. postwar recessions
This question looks at the recessions over the past 40 years. 
To work this problem, first obtain quarterly data on U.S. output 
growth for the period 1960 to the most recent date from the 
Web site www.bea.gov. Table 1.1.1 presents the percent change 
in real gross domestic product. This data can be"
13,page_13_chunk_6,"to the most recent date from the 
Web site www.bea.gov. Table 1.1.1 presents the percent change 
in real gross domestic product. This data can be downloaded 
to a spreadsheet. Plot the quarterly GDP growth rates from 
1960:1 to the latest observations. Did any quarters have nega-
tive growth? Using the definition of a recession as two or more 
consecutive quarters of negative growth, answer the following 
questions.
 a. How many recessions has the U.S. economy undergone 
since 1960, quarter 2?
 b. How many quarters has each recession lasted?
 c. In terms of length and magnitude, which two recessions 
have been the most severe?
6. From Problem 5, write down the quarters in which the six 
traditional recessions started. Find the monthly series in the 
Federal Reserve Bank of St. Louis"
13,page_13_chunk_7,"5, write down the quarters in which the six 
traditional recessions started. Find the monthly series in the 
Federal Reserve Bank of St. Louis (FRED) database for the 
seasonally adjusted unemployment rate. Retrieve the monthly

DIG DEEPER
All Dig Deeper questions and problems are available 
on MyEconLab.
3. Chinese economic growth is the outstanding feature of the 
world economic scene over the past two decades. 
 a. In 2010, U.S. output was $14.7 trillion, and Chinese out-
put was $5.8 trillion. Suppose that from now on, the out-
put of China grows at an annual rate of 10.5% per year, 
while the output of the United States grows at an annual 
rate of 2.6% per year. These are the values in each coun-
try for the period 2000–2007 as stated in the text. Using 
these assumptions and a"
13,page_13_chunk_8,"annual 
rate of 2.6% per year. These are the values in each coun-
try for the period 2000–2007 as stated in the text. Using 
these assumptions and a spreadsheet, calculate and 
plot U.S. and Chinese output from 2010 over the next 
100 years. How many years will it take for China to have 
a total level of output equal to that of the United States?

16 
Introduction 
The Core"
14,page_14_chunk_1,"last month of the last quarter of negative growth? By how 
much did the unemployment rate increase?
 b. Which recession had the largest increase in the rate of un-
employment?  Begin with the month before the quarter in 
which output first falls and measure to the highest level of 
the unemployment rate before the next recession.

data series on the unemployment rate for the period 1969 to 
the end of the data. Make sure all data series are seasonally 
adjusted.
 a. Look at each recession since 1969. What was the unem-
ployment rate in the first month of the first quarter of 
negative growth? What was the unemployment rate in the

Further Reading

■ The best way to follow current economic events and issues 
is to read The Economist, a weekly magazine published in 
England. The articles in"
14,page_14_chunk_2,"■ The best way to follow current economic events and issues 
is to read The Economist, a weekly magazine published in 
England. The articles in The Economist are well informed, well 
written, witty, and opinionated. Make sure to read it regularly.

APPENDIX: Where to Find the Numbers

Suppose you want to find the numbers for inflation in Ger-
many over the past five years. Fifty years ago, the answer would 
have been to learn German, find a library with German pub-
lications, find the page where inflation numbers were given, 
write them down, and plot them by hand on a clean sheet of 
paper. Today, improvements in the collection of data, the de-
velopment of computers and electronic databases, and access 
to the Internet make the task much easier. This appendix will 
help you find the"
14,page_14_chunk_3,"the de-
velopment of computers and electronic databases, and access 
to the Internet make the task much easier. This appendix will 
help you find the numbers you are looking for, be it inflation in 
Malaysia last year, or consumption in the United States in 1959, 
or unemployment in Ireland in the 1980s. In most cases, the 
data can be downloaded to spreadsheets for further treatment.

■ Once a year, the Economic Report of the President, written 
by the Council of Economic Advisers and published by the 
U.S. Government Printing Office in Washington, D.C., gives 
a description of current evolutions, as well as numbers for 
most major macroeconomic variables, often going back to 
the 1950s. (It contains two parts, a report on the economy, 
and a set of statistical tables. Both can be found"
14,page_14_chunk_4,"variables, often going back to 
the 1950s. (It contains two parts, a report on the economy, 
and a set of statistical tables. Both can be found at www.ori-
gin.www.gpoaccess.gov/eop/.)

■ A detailed presentation of the most recent numbers for 
national income accounts is given in the Survey of Current 
Business, published monthly by the U.S. Department of 
Commerce, Bureau of Economic Analysis (www.bea.gov). 
A user’s guide to the statistics published by the Bureau of 
Economic Analysis is given in the Survey of Current Busi-
ness, April 1996.

For a Quick Look at Current Numbers

■ The best source for the most recent numbers on output, 
unemployment, inflation, exchange rates, interest rates, 
and stock prices for a large number of countries is the last 
four pages of The Economist,"
14,page_14_chunk_5,"unemployment, inflation, exchange rates, interest rates, 
and stock prices for a large number of countries is the last 
four pages of The Economist, published each week (www.
economist.com). The Web site, like many of the Web sites 
listed below, contains both information available free to 
anyone and information available only to subscribers.

■ The standard reference for national income accounts is 
the National Income and Product Accounts of the United 
States. Volume 1, 1929–1958, and Volume 2, 1959–1994, are 
published by the U.S. Department of Commerce, Bureau of 
Economic Analysis (www.bea.gov).

■ For data on just about everything, including economic 
data, a precious source is the Statistical Abstract of the 
United States, published annually by the U.S. Department 
of Commerce,"
14,page_14_chunk_6,"economic 
data, a precious source is the Statistical Abstract of the 
United States, published annually by the U.S. Department 
of Commerce, Bureau of the Census (www.census.gov/
prod/www/statistical-abstract.html).

■ A good source for recent numbers about the U.S. economy 
is National Economic Trends, published monthly by the 
Federal Reserve Bank of Saint Louis (www.research.stlou-
isfed.org/publications/net/).

For More Detail about the U.S. Economy

Numbers for Other Countries

■ A convenient database, with numbers often going back to 
the 1960s, for both the United States and other countries, 
is the Federal Reserve Economic Database (called FRED), 
maintained by the Federal Reserve Bank of Saint Louis. Ac-
cess is free, and much of the data used in this book comes 
from that"
14,page_14_chunk_7,"(called FRED), 
maintained by the Federal Reserve Bank of Saint Louis. Ac-
cess is free, and much of the data used in this book comes 
from that database. (www.research.stlouisfed.org/fred2/)

The Organization for Economic Cooperation and De-
velopment, OECD for short, located in Paris, France (www.
oecd.org), is an organization that includes most of the rich 
countries in the world (Australia, Austria, Belgium, Canada, 
Chile, the Czech Republic, Denmark, Estonia, Finland, France, 
Germany, Greece, Hungary, Iceland, Israel, Italy, Japan, Korea,

Chapter 1 
A Tour of the World 
17"
15,page_15_chunk_1,"Luxembourg, Mexico, the Netherlands, New Zealand, Norway, 
Poland, Portugal, the Slovak Republic, Slovenia, Spain, Swe-
den, Switzerland, Turkey, the United Kingdom, and the United 
States). Together, these countries account for about 70% of 
the world’s output. One strength of the OECD data is that, for 
many variables, the OECD tries to make the variables compa-
rable across member countries (or tells you when they are not 
comparable). The OECD puts out three useful publications, all 
available on the OECD site:

fiscal developments. All three publications are available on 
the IMF Web site (www.imf.org/external/index.htm).

Historical Statistics

■ For long-term historical statistics for the United States, the 
basic reference is Historical Statistics of the United States, 
Colonial"
15,page_15_chunk_2,"■ For long-term historical statistics for the United States, the 
basic reference is Historical Statistics of the United States, 
Colonial Times to 1970, Parts 1 and 2, published by the U.S. 
Department of Commerce, Bureau of the Census (www.
census.gov/prod/www/abs/statab.html).

■ For long-term historical statistics for several countries, a 
precious data source is Angus Maddison’s Monitoring the 
World Economy, 1820–1992, Development Centre Studies, 
OECD, Paris, 1995. This study gives data going back to 1820 
for 56 countries. Two even longer and broader sources are 
The World Economy: A Millenial Perspective, Development 
Studies, OECD, 2001, and The World Economy: Historical 
Statistics, Development Studies, OECD 2004, both also by 
Angus Maddison.

■ The first is the OECD Economic"
15,page_15_chunk_3,"2001, and The World Economy: Historical 
Statistics, Development Studies, OECD 2004, both also by 
Angus Maddison.

■ The first is the OECD Economic Outlook, published twice 
a year. In addition to describing current macroeconomic 
 issues and evolutions, it includes a data appendix, with 
data for many macroeconomic variables. The data typically 
go back to the 1980s and are reported consistently, both 
across time and across countries.

■ The second is the OECD Employment Outlook, published 
annually. It focuses more specifically on labor-market is-
sues and numbers.

■ Occasionally, the OECD puts together current and past 
data, and publishes a set of OECD Historical Statistics in 
which various years are grouped together.

Current Macroeconomic Issues

A number of Web sites offer"
15,page_15_chunk_4,"a set of OECD Historical Statistics in 
which various years are grouped together.

Current Macroeconomic Issues

A number of Web sites offer information and commentaries 
about the macroeconomic issues of the day. In addition to The 
Economist Web site mentioned earlier, the site maintained by 
Nouriel Roubini (www.rgemonitor.com) offers an extensive set 
of links to articles and discussions on macroeconomic issues 
(by subscription).
Finally, if you still have not found what you were looking for, 
a site maintained by Bill Goffe at the State University of New York 
(SUNY) (www.rfe.org), lists not only many more data sources, but 
also sources for economic information in general, from working 
papers, to data, to jokes, to jobs in economics, and to blogs.

The main strength of the"
15,page_15_chunk_5,"sources for economic information in general, from working 
papers, to data, to jokes, to jobs in economics, and to blogs.

The main strength of the publications of the Interna-
tional Monetary Fund (IMF for short, located in Washing-
ton, D.C.) is that they cover nearly all of the countries of the 
world. The IMF has 187 member countries and provides data 
on each of them (www.imf.org).

■ A particularly useful IMF publication is the World Eco-
nomic Outlook (WEO for short), which is published twice 
a year and which describes major economic events in the 
world and in specific member countries. Selected series 
associated with the Outlook are available in the WEO da-
tabase, available on the IMF site (www.imf.org/external/
data.htm). Most of the data shown in this chapter come 
from this"
15,page_15_chunk_6,"available in the WEO da-
tabase, available on the IMF site (www.imf.org/external/
data.htm). Most of the data shown in this chapter come 
from this database.

Key Terms

Organization for Economic Cooperation and  
 Development (OECD), 17
International Monetary Fund (IMF), 18

■ Two other useful publications are the Global Financial Sta-
bility Report (GFSR for short), which focuses on financial 
developments, and the Fiscal Monitor, which focuses on

18 
Introduction 
The Core"
16,page_16_chunk_1,"A Tour of the Book

T

he words  output, unemployment, and inflation appear daily in newspapers and on the evening 
news. So when we used these words in Chapter 1, you knew roughly what we were talking about. 
It is now time to define these words more precisely, and this is what we do in the first three sec-
tions of this chapter.

Section 2-1 looks at output.

Section 2-2 looks at the unemployment rate.

Section 2-3 looks at the inflation rate.

Section 2-4 introduces two important relations between these three variables:

Okun’s law and the Phillips curve.

Section 2-5 then introduces the three central concepts around which the book is organized:

■ The short run: What happens to the economy from year to year

■ The medium run: What happens to the economy over a decade or so

■ The long"
16,page_16_chunk_2,"■ The short run: What happens to the economy from year to year

■ The medium run: What happens to the economy over a decade or so

■ The long run: What happens to the economy over a half century or longer

Building on these three concepts, Section 2-6 gives you the road map to the rest of the book.

19"
17,page_17_chunk_1,"2-1 Aggregate Output

Economists studying economic activity in the nineteenth century or during the Great 
 Depression had no measure of aggregate activity (aggregate is the word macroecono-
mists use for total) on which to rely. They had to put together bits and pieces of infor-
mation, such as the shipments of iron ore or sales at some department stores, to try to 
infer what was happening to the economy as a whole.
It was not until the end of World War II that national income and product accounts 
(or national income accounts, for short) were put together. Measures of aggregate out-
put have been published on a regular basis in the United States since October 1947. 
(You will find measures of aggregate output for earlier times, but these have been con-
structed retrospectively.)
Like"
17,page_17_chunk_2,"States since October 1947. 
(You will find measures of aggregate output for earlier times, but these have been con-
structed retrospectively.)
Like any accounting system, the national income accounts first define concepts 
and then construct measures corresponding to these concepts. You need only to 
look at statistics from countries that have not yet developed such accounts to realize 
that precision and consistency in such accounts are crucial. Without precision and 
 consistency, numbers that should add up do not; trying to understand what is going 
on feels like trying to balance someone else’s checkbook. We shall not burden you with 
the details of national income accounting here. But because you will occasionally need 
to know the definition of a variable and how variables relate to"
17,page_17_chunk_3,"details of national income accounting here. But because you will occasionally need 
to know the definition of a variable and how variables relate to each other, Appendix 
1 at the end of the book gives you the basic accounting framework used in the United 
States (and, with minor variations, in most other countries) today. You will find it use-
ful whenever you want to look at economic data on your own.

Two economists, Simon 
Kuznets, from Harvard Uni-
versity, and Richard Stone, 
from Cambridge University, 
were given the Nobel Prize 
for their contributions to the 
development of the national 
income and product ac-
counts—a  gigantic intellectual 
and  empirical achievement.



You may come across another 
term, gross national product, 
or GNP. There is a subtle differ-
ence between"
17,page_17_chunk_4,"and  empirical achievement.



You may come across another 
term, gross national product, 
or GNP. There is a subtle differ-
ence between “domestic” and 
“national,” and thus between 
GDP and GNP. We examine the 
distinction in Chapter 18 and 
in Appendix 1 at the end of the 
book. For now, ignore it.

GDP: Production and Income

The measure of aggregate output in the national income accounts is called the gross 
domestic product, or GDP, for short. To understand how GDP is constructed, it is best 
to work with a simple example. Consider an economy composed of just two firms:



■ 
Firm 1 produces steel, employing workers and using machines to produce the 
steel. It sells the steel for $100 to Firm 2, which produces cars. Firm 1 pays its work-
ers $80, leaving $20 in profit to the firm."
17,page_17_chunk_5,"to produce the 
steel. It sells the steel for $100 to Firm 2, which produces cars. Firm 1 pays its work-
ers $80, leaving $20 in profit to the firm.
■ 
Firm 2 buys the steel and uses it, together with workers and machines, to produce 
cars. Revenues from car sales are $200. Of the $200, $100 goes to pay for steel and 
$70 goes to workers in the firm, leaving $30 in profit to the firm.



In reality, not only workers 
and machines are required for 
steel production, but so are 
iron ore, electricity, and so on. 
We shall ignore these to keep 
the example simple.

We can summarize this information in a table:

Steel Company (Firm 1)
Car Company (Firm 2)

Revenues from sales
$100
Revenues from sales
$200

Expenses
  Wages
$80
  $80
Expenses
  Wages
  Steel purchases
 $70
$100

$170

Proﬁt"
17,page_17_chunk_6,"(Firm 2)

Revenues from sales
$100
Revenues from sales
$200

Expenses
  Wages
$80
  $80
Expenses
  Wages
  Steel purchases
 $70
$100

$170

Proﬁt
  $20
Proﬁt
  $30

An intermediate good is a 
good used in the production 
of another good. Some goods 
can be both final goods and 
intermediate goods. Potatoes 
sold directly to consumers are 
final goods. Potatoes used 
to produce potato chips are 
intermediate goods. Can you 
think of other examples?

How would you define aggregate output in this economy? As the sum of the values 
of all goods produced in the economy—the sum of $100 from the production of steel 
and $200 from the production of cars, so $300? Or as just the value of cars, which is 
equal to $200?
Some thought suggests that the right answer must be $200. Why? Because steel 
is"
17,page_17_chunk_7,"so $300? Or as just the value of cars, which is 
equal to $200?
Some thought suggests that the right answer must be $200. Why? Because steel 
is an intermediate good: It is used in the production of cars. Once we count the



20 
Introduction 
The Core"
18,page_18_chunk_1,"production of cars, we do not want to count the production of the goods that went into 
the production of these cars.
This motivates the first definition of GDP:

1.  GDP Is the Value of the Final Goods and Services Produced in the Economy 
during a Given Period.
The important word here is final. We want to count only the production of final goods, not 
intermediate goods. Using our example, we can make this point in another way. Suppose 
the two firms merged, so that the sale of steel took place inside the new firm and was no 
longer  recorded. The accounts of the new firm would be given by the following table:

Steel and Car Company

Revenues from sales
$200
Expenses (wages)
$150

Proﬁt
$50

All we would see would be one firm selling cars for $200, paying workers 
$80 + $70 = $150, and"
18,page_18_chunk_2,"from sales
$200
Expenses (wages)
$150

Proﬁt
$50

All we would see would be one firm selling cars for $200, paying workers 
$80 + $70 = $150, and making $20 + $30 = $50 in profits. The $200 measure 
would remain unchanged—as it should. We do not want our measure of aggregate out-
put to depend on whether firms decide to merge or not.
This first definition gives us one way to construct GDP: by recording and adding up the 
production of all final goods—and this is indeed roughly the way actual GDP numbers are 
put together. But it also suggests a second way of thinking about and constructing GDP:

2. GDP Is the Sum of Value Added in the Economy during a Given Period.
The term value added means exactly what it suggests. The value added by a firm is defined 
as the value of its production"
18,page_18_chunk_3,"during a Given Period.
The term value added means exactly what it suggests. The value added by a firm is defined 
as the value of its production minus the value of the intermediate goods used in production.
In our two-firms example, the steel company does not use intermediate goods. Its 
value added is simply equal to the value of the steel it produces, $100. The car com-
pany, however, uses steel as an intermediate good. Thus, the value added by the car 
company is equal to the value of the cars it produces minus the value of the steel it 
uses in production, $200 - $100 = $100. Total value added in the economy, or GDP, 
equals $100 + $100 = $200. (Note that aggregate value added would remain the 
same if the steel and car firms merged and became a single firm. In this case, we would"
18,page_18_chunk_4,"= $200. (Note that aggregate value added would remain the 
same if the steel and car firms merged and became a single firm. In this case, we would 
not observe intermediate goods at all—as steel would be produced and then used to 
produce cars within the single firm—and the value added in the single firm would sim-
ply be equal to the value of cars, $200.)
This definition gives us a second way of thinking about GDP. Put together, the 
two definitions imply that the value of final goods and services—the first definition 
of GDP—can also be thought of as the sum of the value added by all the firms in the 
 economy—the second definition of GDP.
So far, we have looked at GDP from the production side. The other way of looking 
at GDP is from the income side. Go back to our example and think"
18,page_18_chunk_5,"So far, we have looked at GDP from the production side. The other way of looking 
at GDP is from the income side. Go back to our example and think about the revenues 
left to a firm after it has paid for its intermediate goods: Some of the revenues go to 
pay workers—this component is called labor income. The rest goes to the firm—that 
component is called capital income or profit income.
Of the $100 of value added by the steel manufacturer, $80 goes to workers (labor 
income) and the remaining $20 goes to the firm (capital income). Of the $100 of value 
added by the car manufacturer, $70 goes to labor income and $30 to capital income. 
For the economy as a whole, labor income is equal to $150 1 $80 + $702, capital 
 income is equal to $50 1$20 + $302. Value added is equal to the sum of"
18,page_18_chunk_6,"the economy as a whole, labor income is equal to $150 1 $80 + $702, capital 
 income is equal to $50 1$20 + $302. Value added is equal to the sum of labor income 
and capital income is equal to $200 1$150 + $502.

The labor share in the exam-
ple is thus 75%. In advanced 
countries, the share of labor 
is indeed typically between 65 
and 75%.


Chapter 2 
A Tour of the Book 
21"
19,page_19_chunk_1,"This motivates the third definition of GDP:

3. GDP Is the Sum of Incomes in the Economy during a Given Period.
To summarize: You can think about aggregate output— GDP—in three different but 
equivalent ways.

Two lessons to remember:

i.  GDP is the measure of 
 aggregate output, which 
we can look at from the 
production side (aggregate 
production), or the income 
side (aggregate income); 
and
ii.  Aggregate production and 
aggregate income are  always 
equal.



■ 
From the production side: GDP equals the value of the final goods and services 
produced in the economy during a given period.
■ 
Also from the production side: GDP is the sum of value added in the economy dur-
ing a given period.
■ 
From the income side: GDP is the sum of incomes in the economy during a given 
period."
19,page_19_chunk_2,"sum of value added in the economy dur-
ing a given period.
■ 
From the income side: GDP is the sum of incomes in the economy during a given 
period.

Nominal and Real GDP

U.S. GDP was $14,660 billion in 2010, compared to $526 billion in 1960. Was U.S. output 
really 28 times higher in 2010 than in 1960? Obviously not: Much of the increase re-
flected an increase in prices rather than an increase in quantities produced. This leads 
to the distinction between nominal GDP and real GDP.
Nominal GDP is the sum of the quantities of final goods produced times their 
 current price. This definition makes clear that nominal GDP increases over time for 
two reasons:

Warning! People often use 
nominal to denote small 
amounts. Economists use 
nominal for variables ex-
pressed in current prices."
19,page_19_chunk_3,"for 
two reasons:

Warning! People often use 
nominal to denote small 
amounts. Economists use 
nominal for variables ex-
pressed in current prices. And 
they surely do not refer to 
small amounts: The numbers 
typically run in the billions or 
trillions of dollars.



■ 
First, the production of most goods increases over time.
■ 
Second, the prices of most goods also increase over time.

If our goal is to measure production and its change over time, we need to elimi-
nate the effect of increasing prices on our measure of GDP. That’s why real GDP is con-
structed as the sum of the quantities of final goods times constant (rather than current) 
prices.
If the economy produced only one final good, say, a particular car model, con-
structing real GDP would be easy: We would use the price of"
19,page_19_chunk_4,"prices.
If the economy produced only one final good, say, a particular car model, con-
structing real GDP would be easy: We would use the price of the car in a given year 
and then use it to multiply the quantity of cars produced in each year. An example will 
help here. Consider an economy that only produces cars—and to avoid issues we shall 
tackle later, assume the same model is produced every year. Suppose the number and 
the price of cars in three successive years are given by: 
Nominal GDP, which is equal to the quantity of cars times their price, goes up from 
$200,000 in 2004 to $288,000 in 2005—a 44% increase—and from $288,000 in 2005 to 
$338,000 in 2006—a 16% increase.

Year

Quantity  
of Cars

Price  
of Cars

Nominal  
GDP

Real GDP  
(in 2005 dollars)

2004
10
$20,000"
19,page_19_chunk_5,"in 2005 to 
$338,000 in 2006—a 16% increase.

Year

Quantity  
of Cars

Price  
of Cars

Nominal  
GDP

Real GDP  
(in 2005 dollars)

2004
10
$20,000
$200,000
$240,000

2005
12
$24,000
$288,000
$288,000

2006
13
$26,000
$338,000
$312,000

■ 
To construct real GDP, we need to multiply the number of cars in each year by a 
common price. Suppose we use the price of a car in 2005 as the common price. 
This approach gives us in effect real GDP in 2005 dollars.
■ 
Using this approach, real GDP in 2004 (in 2005 dollars) equals 10 cars * $24,000 
per car = $240,000. Real GDP in 2005 (in 2005 dollars) equals 12 cars * $24,000 
per car = $288,000, the same as nominal GDP in 2005. Real GDP in 2006 (in 2005 
dollars) is equal to 13 * $24,000 = $312,000.

22 
Introduction 
The Core"
20,page_20_chunk_1,"So real GDP goes up from $240,000 in 2004 to $288,000 in 2005—a 20% increase—
and from $288,000 in 2005 to $312,000 in 2006—an 8% increase.
■ 
How different would our results have been if we had decided to construct real GDP 
using the price of a car in, say, 2006 rather than 2005? Obviously, the level of real 
GDP in each year would be different (because the prices are not the same in 2006 
as in 2005); but its rate of change from year to year would be the same as above.

To be sure, compute real GDP 
in 2006 dollars, and compute 
the rate of growth from 2004 
to 2005, and from 2005 to 
2006.



The problem in constructing real GDP in practice is that there is obviously more 
than one final good. Real GDP must be defined as a weighted average of the output of 
all final goods, and this"
20,page_20_chunk_2,"is that there is obviously more 
than one final good. Real GDP must be defined as a weighted average of the output of 
all final goods, and this brings us to what the weights should be.
The relative prices of the goods would appear to be the natural weights. If one good 
costs twice as much per unit as another, then that good should count for twice as much 
as the other in the construction of real output. But this raises the question: What if, as 
is typically the case, relative prices change over time? Should we choose the relative 
prices of a particular year as weights, or should we change the weights over time? More 
discussion of these issues, and of the way real GDP is constructed in the United States, 
is left to the appendix to this chapter. Here, what you should know is that the"
20,page_20_chunk_3,"issues, and of the way real GDP is constructed in the United States, 
is left to the appendix to this chapter. Here, what you should know is that the meas-
ure of real GDP in the U.S. national income accounts uses weights that reflect relative 
prices and which change over time. The measure is called real GDP in chained (2005) 
dollars. We use 2005 because, as in our example above, 2005 is the year when, by con-
struction, real GDP is equal to nominal GDP. It is our best measure of the output of the 
U.S. economy, and its evolution shows how U.S. output has increased over time.
Figure 2-1 plots the evolution of both nominal GDP and real GDP since 1960. By 
construction, the two are equal in 2005. The figure shows that real GDP in 2010 was 
about 4.7 times its level of 1960—a considerable"
20,page_20_chunk_4,"since 1960. By 
construction, the two are equal in 2005. The figure shows that real GDP in 2010 was 
about 4.7 times its level of 1960—a considerable increase, but clearly much less than 
the 28-fold increase in nominal GDP over the same period. The difference between the 
two results comes from the increase in prices over the period.
The terms nominal GDP and real GDP each have many synonyms, and you are 
likely to encounter them in your readings:

Suppose real GDP was meas-
ured in 2000 dollars rather 
than 2005 dollars. Where 
would the nominal GDP and 
real GDP lines on the graph 
intersect?



■ 
Nominal GDP is also called dollar GDP or GDP in current dollars.

Figure 2-1

16,000

Nominal and real U.S. 
GDP, 1960–2010

14,000

From 1960 to 2010, nominal 
GDP increased by a factor of"
